FULL DATASET MINING RESULTS (30 Features)
Execution Time: 890.3070 seconds
Total Rules Found: 374859
Phishing Specific Rules: 954
--------------------------------------------------
                                                                                                                                                    antecedents        consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
205999                                                (Links_in_tags_greater_than_%81_Anchor, Prefix_Suffix_Has_PrefixSuffix, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.281049            0.443057  0.195477    0.695526  1.569833               1.0  0.070956    1.829197       0.504888  0.369781   0.453312    0.568363  0.553955        0.441200        0.695526       1116.315877
205874                                                (Links_in_tags_greater_than_%81_Anchor, Shortining_Service_No_Shortining, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.293985            0.443057  0.203437    0.692000  1.561874               1.0  0.073185    1.808255       0.509541  0.381251   0.446981    0.575584  0.563687        0.459167        0.692000       1156.104421
206099                                                            (Links_in_tags_greater_than_%81_Anchor, Shortining_Service_No_Shortining, SFH_Empty_or_Blank)  (Result_Phishing)            0.263048            0.443057  0.181999    0.691884  1.561613               1.0  0.065454    1.807577       0.488006  0.347256   0.446773    0.551332  0.533116        0.410780        0.691884        990.102272
206028                                              (Links_in_tags_greater_than_%81_Anchor, Shortining_Service_No_Shortining, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.270194            0.443057  0.186431    0.689990  1.557337               1.0  0.066720    1.796531       0.490375  0.353880   0.443372    0.555387  0.538829        0.420784        0.689990       1011.379633
206139                                                        (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, HTTPS_token_No_HTTPS_Token_In_Domain)  (Result_Phishing)            0.248485            0.443057  0.171416    0.689843  1.557007               1.0  0.061323    1.795682       0.476028  0.329565   0.443109    0.538368  0.516619        0.386893        0.689843        902.176697
206466                                            (Links_in_tags_greater_than_%81_Anchor, HTTPS_token_No_HTTPS_Token_In_Domain, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.279150            0.443057  0.192402    0.689242  1.555649               1.0  0.068722    1.792205       0.495500  0.363155   0.442028    0.561750  0.547092        0.434259        0.689242       1051.480192
206120                                                                (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.257078            0.443057  0.177114    0.688951  1.554994               1.0  0.063214    1.790533       0.480415  0.338637   0.441507    0.544353  0.524797        0.399755        0.688951        937.360027
206363                                                     (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, Submitting_to_email_not_using_mail_func)  (Result_Phishing)            0.240344            0.443057  0.165445    0.688370  1.553682               1.0  0.058959    1.787194       0.469117  0.319420   0.440464    0.530894  0.507001        0.373418        0.688370        852.991634
216136                                                          (having_Sub_Domain_One_SubDomain, Prefix_Suffix_Has_PrefixSuffix, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.254184            0.443057  0.174672    0.687189  1.551015               1.0  0.062054    1.780442       0.476338  0.334257   0.438342    0.540716  0.520499        0.394243        0.687189        910.018955
206039                                                  (Links_in_tags_greater_than_%81_Anchor, popUpWidnow_No_Popup_Text_Fields, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.266395            0.443057  0.182904    0.686587  1.549658               1.0  0.064875    1.777027       0.483498  0.347363   0.437262    0.549704  0.532389        0.412822        0.686587        964.845277
205937                                                    (Links_in_tags_greater_than_%81_Anchor, Prefix_Suffix_Has_PrefixSuffix, Abnormal_URL_hostname_in_URL)  (Result_Phishing)            0.288014            0.443057  0.197739    0.686558  1.549591               1.0  0.070132    1.776859       0.498140  0.370760   0.437209    0.566431  0.553547        0.446305        0.686558       1074.559897
206109                                          (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, double_slash_redirecting_last_position_less_than_7)  (Result_Phishing)            0.262506            0.443057  0.180190    0.686423  1.549287               1.0  0.063885    1.776096       0.480738  0.342975   0.436967    0.546560  0.528362        0.406697        0.686423        944.467608
205890                              (Links_in_tags_greater_than_%81_Anchor, double_slash_redirecting_last_position_less_than_7, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.292266            0.443057  0.200452    0.685856  1.548006               1.0  0.070962    1.772888       0.500199  0.374767   0.435949    0.569143  0.557047        0.452430        0.685856       1090.656070
206076                                                      (Links_in_tags_greater_than_%81_Anchor, Shortining_Service_No_Shortining, Favicon_Favicon_Internal)  (Result_Phishing)            0.270556            0.443057  0.185527    0.685724  1.547709               1.0  0.065655    1.772144       0.485142  0.351319   0.435712    0.552233  0.535856        0.418742        0.685724        978.528520
281524                                                              (Page_Rank_PageRank_Low, Request_URL_ReqURL_HighExtContent, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.284034            0.443057  0.194754    0.685669  1.547584               1.0  0.068910    1.771833       0.494202  0.365845   0.435613    0.562618  0.548997        0.439567        0.685669       1046.138687
206432                                                          (Links_in_tags_greater_than_%81_Anchor, Prefix_Suffix_Has_PrefixSuffix, Page_Rank_PageRank_Low)  (Result_Phishing)            0.239349            0.443057  0.164089    0.685563  1.547346               1.0  0.058043    1.771238       0.465038  0.316579   0.435423    0.527959  0.503887        0.370355        0.685563        829.044042
206491                                          (Links_in_tags_greater_than_%81_Anchor, HTTPS_token_No_HTTPS_Token_In_Domain, popUpWidnow_No_Popup_Text_Fields)  (Result_Phishing)            0.258164            0.443057  0.176934    0.685354  1.546874               1.0  0.062552    1.770060       0.476567  0.337474   0.435047    0.542350  0.523158        0.399347        0.685354        915.312856
310416                                                    (Page_Rank_PageRank_Low, Domain_registeration_length_Domain_LongTerm, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.236906            0.443057  0.162189    0.684612  1.545200               1.0  0.057226    1.765899       0.462374  0.313242   0.433716    0.525340  0.500614        0.366068        0.684612        811.557551
216418                                                                   (URL_Length_long_URL, having_Sub_Domain_One_SubDomain, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.246404            0.443057  0.168611    0.684288  1.544467               1.0  0.059440    1.764083       0.467794  0.323724   0.433133    0.532426  0.510309        0.380563        0.684288        852.436913
216078                                                      (Shortining_Service_No_Shortining, having_Sub_Domain_One_SubDomain, Prefix_Suffix_Has_PrefixSuffix)  (Result_Phishing)            0.262596            0.443057  0.179647    0.684120  1.544088               1.0  0.063302    1.763145       0.477850  0.341531   0.432832    0.544796  0.526679        0.405472        0.684120        927.107837
206124                                                                          (Links_in_tags_greater_than_%81_Anchor, SFH_Empty_or_Blank, port_Port_Standard)  (Result_Phishing)            0.254545            0.443057  0.174039    0.683724  1.543195               1.0  0.061261    1.760940       0.472187  0.332412   0.432121    0.538269  0.518243        0.392813        0.683724        886.063480
